joinfield,score_generic,score_black,score_latino,se_generic,se_black,se_latino,n_races_generic,n_races_black,n_races_latino,n_labeled_generic,n_labeled_black,n_labeled_latino
CITY OF CHICAGO:WARD 41 PRECINCT 02,-26.49,-51.24,-3.12,3.46,4.84,5.97,7,3,3,1147,556,415
CITY OF CHICAGO:WARD 41 PRECINCT 03,-31.61,-53.85,-11.12,3.09,4.71,4.99,7,3,3,1449,628,589
CITY OF CHICAGO:WARD 41 PRECINCT 04,-47.21,-68.2,-28.45,2.43,3.66,3.97,7,3,3,2400,1145,880
CITY OF CHICAGO:WARD 41 PRECINCT 05,-40.12,-58.75,-22.42,2.24,3.26,3.78,7,3,3,2689,1262,949
CITY OF CHICAGO:WARD 41 PRECINCT 06,-38.57,-60.74,-17.81,2.23,3.33,3.69,7,3,3,2770,1219,1042
CITY OF CHICAGO:WARD 41 PRECINCT 07,-35.41,-56.12,-14.15,2.33,3.42,3.87,7,3,3,2197,1022,798
CITY OF CHICAGO:WARD 41 PRECINCT 08,-30.51,-53.74,-6.04,2.5,3.69,4.18,7,3,3,2121,960,787
CITY OF CHICAGO:WARD 41 PRECINCT 09,-27.45,-46.36,-5.11,1.72,2.52,2.85,7,3,3,4370,2003,1634
CITY OF CHICAGO:WARD 41 PRECINCT 10,-30.57,-51.77,-7.42,2.01,2.95,3.38,7,3,3,3373,1568,1215
CITY OF CHICAGO:WARD 41 PRECINCT 11,-23.15,-38.75,-3.55,2.21,3.26,3.66,7,3,3,2580,1203,933
CITY OF CHICAGO:WARD 41 PRECINCT 12,-39.24,-65.59,-12.11,3.11,4.81,5.11,7,3,3,1668,730,628
CITY OF CHICAGO:WARD 41 PRECINCT 13,-26.25,-43.63,-7.01,1.77,2.64,2.91,7,3,3,3940,1760,1506
CITY OF CHICAGO:WARD 41 PRECINCT 14,-31.73,-51.01,-10.89,1.69,2.5,2.81,7,3,3,4383,1989,1650
CITY OF CHICAGO:WARD 41 PRECINCT 15,-39.34,-57.37,-21.43,1.58,2.31,2.64,7,3,3,5396,2530,1955
CITY OF CHICAGO:WARD 41 PRECINCT 16,-35.51,-55.6,-14.47,2.62,3.87,4.36,7,3,3,1921,874,709
CITY OF CHICAGO:WARD 41 PRECINCT 17,-37.7,-67.46,-8.56,3.3,4.85,5.56,7,3,3,1333,612,488
CITY OF CHICAGO:WARD 41 PRECINCT 18,-44.16,-61.29,-30.2,1.65,2.52,2.68,7,3,3,4561,1862,1860
CITY OF CHICAGO:WARD 41 PRECINCT 19,-38.92,-55.69,-23.74,2.41,3.64,3.95,7,3,3,2178,930,848
CITY OF CHICAGO:WARD 41 PRECINCT 20,-40.17,-59.75,-21.85,2.26,3.36,3.69,7,3,3,2443,1096,954
CITY OF CHICAGO:WARD 41 PRECINCT 21,-36.22,-56.47,-16.43,2.42,3.56,4.01,7,3,3,2246,1004,876
CITY OF CHICAGO:WARD 41 PRECINCT 22,-38.8,-50.24,-28.83,2.63,3.91,4.36,7,3,3,1853,860,674
CITY OF CHICAGO:WARD 41 PRECINCT 23,-34.99,-58.0,-11.98,2.29,3.37,3.81,7,3,3,2408,1110,869
CITY OF CHICAGO:WARD 41 PRECINCT 24,-37.74,-57.36,-17.58,1.84,2.73,3.05,7,3,3,4088,1870,1502
CITY OF CHICAGO:WARD 41 PRECINCT 25,-37.99,-55.96,-19.4,2.1,3.1,3.55,7,3,3,3356,1539,1219
CITY OF CHICAGO:WARD 41 PRECINCT 26,-36.72,-54.56,-19.34,1.68,2.46,2.8,7,3,3,4265,1962,1575
CITY OF CHICAGO:WARD 41 PRECINCT 27,-37.94,-56.1,-20.83,2.08,3.09,3.48,7,3,3,3254,1406,1267
CITY OF CHICAGO:WARD 41 PRECINCT 28,-38.76,-55.19,-22.58,1.56,2.33,2.57,7,3,3,5145,2302,1988
CITY OF CHICAGO:WARD 41 PRECINCT 29,-43.69,-63.27,-25.81,1.5,2.2,2.5,7,3,3,5656,2575,2104
CITY OF CHICAGO:WARD 41 PRECINCT 30,-42.01,-62.13,-22.1,1.83,2.74,3.02,7,3,3,4288,1936,1605
CITY OF CHICAGO:WARD 41 PRECINCT 31,-46.48,-72.74,-22.06,1.9,2.79,3.19,7,3,3,3858,1787,1423
CITY OF CHICAGO:WARD 42 PRECINCT 01,-42.13,-49.85,-42.95,2.54,3.71,4.2,7,3,3,1719,792,640
CITY OF CHICAGO:WARD 42 PRECINCT 02,-32.27,-30.6,-37.75,2.56,4.14,4.05,7,3,3,2098,631,960
CITY OF CHICAGO:WARD 42 PRECINCT 03,-39.02,-36.8,-51.89,2.1,2.33,3.87,7,3,3,2966,1935,732
CITY OF CHICAGO:WARD 42 PRECINCT 04,-38.58,-42.42,-43.58,2.14,2.62,3.8,7,3,3,2692,1654,722
CITY OF CHICAGO:WARD 42 PRECINCT 05,-30.02,-33.78,-32.02,1.47,2.17,2.41,7,3,3,5014,2242,1936
CITY OF CHICAGO:WARD 42 PRECINCT 06,-43.61,-50.08,-45.3,2.12,3.16,3.42,7,3,3,2435,1076,966
CITY OF CHICAGO:WARD 42 PRECINCT 07,-42.39,-46.16,-47.34,2.09,2.69,3.69,7,3,3,2638,1480,773
CITY OF CHICAGO:WARD 42 PRECINCT 08,-28.93,-20.82,-41.41,2.69,3.5,4.7,7,3,3,1551,869,470
CITY OF CHICAGO:WARD 42 PRECINCT 09,-48.58,-50.95,-53.77,1.95,2.61,3.36,7,3,3,3047,1660,967
CITY OF CHICAGO:WARD 42 PRECINCT 10,-38.29,-44.1,-36.55,2.4,3.28,4.1,7,3,3,2036,1051,695
CITY OF CHICAGO:WARD 42 PRECINCT 11,-7.16,8.62,-20.8,2.4,3.53,4.01,7,3,3,1955,858,718
CITY OF CHICAGO:WARD 42 PRECINCT 12,-30.74,-28.72,-34.96,2.68,3.56,4.75,7,3,3,1636,883,476
CITY OF CHICAGO:WARD 42 PRECINCT 13,-19.14,-17.19,-22.74,2.59,3.79,4.25,7,3,3,1627,730,634
CITY OF CHICAGO:WARD 42 PRECINCT 14,-29.11,-23.68,-39.76,3.98,4.52,7.14,7,3,3,798,518,205
CITY OF CHICAGO:WARD 42 PRECINCT 15,-30.34,-16.77,-45.6,4.2,5.37,7.58,7,3,3,724,412,198
CITY OF CHICAGO:WARD 42 PRECINCT 16,-31.95,-28.26,-39.07,2.12,2.79,3.79,7,3,3,2684,1458,767
CITY OF CHICAGO:WARD 42 PRECINCT 17,-32.26,-24.22,-42.46,2.0,2.54,3.55,7,3,3,3027,1757,854
CITY OF CHICAGO:WARD 42 PRECINCT 18,-31.42,-31.02,-34.98,2.55,3.51,4.44,7,3,3,1842,933,585
CITY OF CHICAGO:WARD 42 PRECINCT 19,-41.95,-36.4,-54.82,1.92,2.56,3.37,7,3,3,3105,1649,958
CITY OF CHICAGO:WARD 42 PRECINCT 20,-45.68,-49.25,-48.95,2.03,2.56,3.63,7,3,3,2906,1687,813
CITY OF CHICAGO:WARD 42 PRECINCT 21,-34.78,-36.69,-39.21,2.05,2.62,3.65,7,3,3,2829,1633,783
CITY OF CHICAGO:WARD 42 PRECINCT 22,-29.71,-29.98,-34.93,1.81,2.57,3.01,7,3,3,3292,1619,1167
CITY OF CHICAGO:WARD 42 PRECINCT 23,-55.47,-57.24,-62.91,1.65,2.29,2.77,7,3,3,4082,2064,1409
CITY OF CHICAGO:WARD 42 PRECINCT 24,-50.21,-49.15,-58.95,1.52,2.23,2.49,7,3,3,4778,2170,1853
CITY OF CHICAGO:WARD 43 PRECINCT 01,-56.27,-57.39,-65.47,1.59,2.25,2.6,7,3,3,4209,2070,1557
CITY OF CHICAGO:WARD 43 PRECINCT 02,-45.28,-41.96,-57.22,1.52,2.24,2.47,7,3,3,4769,2162,1856
CITY OF CHICAGO:WARD 43 PRECINCT 03,-56.02,-57.25,-65.71,2.36,3.45,3.85,7,3,3,2004,896,787
CITY OF CHICAGO:WARD 43 PRECINCT 04,-33.31,-25.11,-48.76,1.81,2.63,2.93,7,3,3,3248,1525,1231
CITY OF CHICAGO:WARD 43 PRECINCT 05,-33.74,-25.87,-48.18,1.49,2.18,2.45,7,3,3,4791,2238,1769
CITY OF CHICAGO:WARD 43 PRECINCT 06,-28.7,-22.89,-40.16,1.38,1.99,2.27,7,3,3,5555,2630,2027
CITY OF CHICAGO:WARD 43 PRECINCT 07,-14.65,-4.7,-26.5,1.5,2.14,2.48,7,3,3,4792,2329,1718
CITY OF CHICAGO:WARD 43 PRECINCT 08,-9.68,1.91,-22.82,1.7,2.4,2.83,7,3,3,3772,1862,1322
CITY OF CHICAGO:WARD 43 PRECINCT 09,-24.56,-16.22,-37.08,1.46,2.07,2.42,7,3,3,5012,2504,1777
CITY OF CHICAGO:WARD 43 PRECINCT 10,-34.56,-30.95,-46.59,1.72,2.45,2.86,7,3,3,3650,1791,1289
CITY OF CHICAGO:WARD 43 PRECINCT 11,-29.39,-20.17,-40.85,2.17,3.08,3.62,7,3,3,2331,1156,817
CITY OF CHICAGO:WARD 43 PRECINCT 12,-38.58,-31.32,-51.71,1.6,2.27,2.67,7,3,3,4393,2188,1519
CITY OF CHICAGO:WARD 43 PRECINCT 13,-43.73,-37.9,-55.22,1.69,2.47,2.78,7,3,3,3797,1773,1388
CITY OF CHICAGO:WARD 43 PRECINCT 14,-35.51,-29.99,-47.55,2.23,3.23,3.64,7,3,3,2165,1035,798
CITY OF CHICAGO:WARD 43 PRECINCT 15,-38.26,-33.25,-49.54,1.46,2.11,2.4,7,3,3,5021,2382,1868
CITY OF CHICAGO:WARD 43 PRECINCT 16,-25.41,-19.34,-34.54,2.48,3.42,4.13,7,3,3,1737,904,596
CITY OF CHICAGO:WARD 43 PRECINCT 17,-19.98,-13.79,-29.83,1.76,2.4,3.01,7,3,3,3650,1951,1170
CITY OF CHICAGO:WARD 43 PRECINCT 18,-20.07,-10.13,-31.65,1.52,2.15,2.52,7,3,3,4600,2263,1664
CITY OF CHICAGO:WARD 43 PRECINCT 19,-27.1,-22.65,-37.01,1.63,2.27,2.77,7,3,3,4309,2226,1440
CITY OF CHICAGO:WARD 43 PRECINCT 20,-34.47,-28.8,-46.43,1.71,2.44,2.87,7,3,3,3949,1922,1380
CITY OF CHICAGO:WARD 43 PRECINCT 21,-30.33,-28.37,-37.91,2.3,3.39,3.8,7,3,3,2136,962,791
CITY OF CHICAGO:WARD 43 PRECINCT 22,-35.66,-28.1,-47.58,1.55,2.15,2.63,7,3,3,4704,2407,1543
CITY OF CHICAGO:WARD 43 PRECINCT 23,-39.04,-32.91,-49.51,1.85,2.53,3.18,7,3,3,3329,1725,1062
CITY OF CHICAGO:WARD 44 PRECINCT 01,-6.6,5.95,-21.15,1.53,2.21,2.49,7,3,3,4429,2078,1659
CITY OF CHICAGO:WARD 44 PRECINCT 02,-20.35,-16.07,-27.56,1.88,2.53,3.25,7,3,3,3118,1644,978
CITY OF CHICAGO:WARD 44 PRECINCT 03,-35.89,-31.93,-45.32,1.54,2.27,2.53,7,3,3,4630,2098,1716
CITY OF CHICAGO:WARD 44 PRECINCT 04,-25.1,-20.87,-33.15,1.34,2.0,2.16,7,3,3,6049,2651,2376
CITY OF CHICAGO:WARD 44 PRECINCT 05,6.38,22.5,-10.16,1.74,2.33,2.98,7,3,3,3525,1873,1147
CITY OF CHICAGO:WARD 44 PRECINCT 06,-0.04,16.33,-16.91,1.78,2.43,3.05,7,3,3,3417,1760,1095
CITY OF CHICAGO:WARD 44 PRECINCT 07,0.07,16.72,-18.36,1.69,2.37,2.85,7,3,3,3709,1853,1272
CITY OF CHICAGO:WARD 44 PRECINCT 08,-9.8,6.57,-29.59,1.61,2.3,2.67,7,3,3,3983,1909,1428
CITY OF CHICAGO:WARD 44 PRECINCT 09,-10.32,-2.45,-19.32,1.48,2.02,2.53,7,3,3,5090,2676,1621
CITY OF CHICAGO:WARD 44 PRECINCT 10,-8.82,2.65,-19.2,1.56,2.07,2.74,7,3,3,4631,2519,1395
CITY OF CHICAGO:WARD 44 PRECINCT 11,-11.4,0.5,-23.28,1.81,2.44,3.11,7,3,3,3359,1807,1055
CITY OF CHICAGO:WARD 44 PRECINCT 12,-14.4,-1.41,-29.47,1.41,2.02,2.33,7,3,3,5210,2487,1878
CITY OF CHICAGO:WARD 44 PRECINCT 13,1.92,17.16,-11.4,1.58,2.16,2.72,7,3,3,4316,2223,1377
CITY OF CHICAGO:WARD 44 PRECINCT 14,4.36,19.85,-8.3,1.62,2.21,2.76,7,3,3,4125,2130,1362
CITY OF CHICAGO:WARD 44 PRECINCT 15,-6.37,4.28,-18.27,1.46,2.07,2.42,7,3,3,4967,2451,1754
CITY OF CHICAGO:WARD 44 PRECINCT 16,-6.49,2.82,-15.45,1.51,2.07,2.61,7,3,3,4748,2449,1509
CITY OF CHICAGO:WARD 44 PRECINCT 17,-6.91,6.64,-21.72,1.4,1.97,2.34,7,3,3,5317,2616,1849
CITY OF CHICAGO:WARD 44 PRECINCT 18,-3.27,11.21,-20.26,1.82,2.48,3.13,7,3,3,3269,1699,1051
CITY OF CHICAGO:WARD 44 PRECINCT 19,-4.04,7.61,-14.53,1.56,2.15,2.66,7,3,3,4463,2314,1444
CITY OF CHICAGO:WARD 44 PRECINCT 20,0.95,16.02,-11.25,1.97,2.67,3.37,7,3,3,2762,1453,899
CITY OF CHICAGO:WARD 44 PRECINCT 21,-2.3,10.88,-14.77,1.5,2.07,2.55,7,3,3,4737,2428,1564
CITY OF CHICAGO:WARD 45 PRECINCT 01,-39.65,-54.47,-25.89,1.56,2.25,2.63,7,3,3,5275,2491,1893
CITY OF CHICAGO:WARD 45 PRECINCT 02,-41.14,-51.84,-31.88,2.06,3.0,3.43,7,3,3,2862,1329,1050
CITY OF CHICAGO:WARD 45 PRECINCT 03,-31.46,-64.96,0.53,2.95,4.27,4.96,7,3,3,1569,755,564
CITY OF CHICAGO:WARD 45 PRECINCT 04,-37.6,-49.95,-25.55,2.37,3.43,3.97,7,3,3,2093,964,782
CITY OF CHICAGO:WARD 45 PRECINCT 05,-29.87,-39.51,-19.81,1.9,2.82,3.11,7,3,3,3188,1430,1232
CITY OF CHICAGO:WARD 45 PRECINCT 06,-32.2,-44.37,-17.92,1.94,2.71,3.32,7,3,3,3197,1595,1088
CITY OF CHICAGO:WARD 45 PRECINCT 07,-27.79,-41.22,-12.0,1.83,2.69,3.05,7,3,3,3607,1637,1343
CITY OF CHICAGO:WARD 45 PRECINCT 08,-26.23,-39.35,-9.33,1.99,3.01,3.23,7,3,3,3177,1366,1278
CITY OF CHICAGO:WARD 45 PRECINCT 09,-25.71,-42.72,-7.69,1.91,2.87,3.12,7,3,3,3262,1388,1288
CITY OF CHICAGO:WARD 45 PRECINCT 10,-29.62,-42.02,-15.25,1.95,2.94,3.17,7,3,3,3174,1370,1270
CITY OF CHICAGO:WARD 45 PRECINCT 11,-26.94,-44.22,-7.4,1.83,2.78,2.99,7,3,3,4032,1769,1578
CITY OF CHICAGO:WARD 45 PRECINCT 12,-11.22,-18.81,2.27,2.13,3.15,3.5,7,3,3,2595,1173,980
CITY OF CHICAGO:WARD 45 PRECINCT 13,-17.62,-28.28,-4.63,1.75,2.48,2.9,7,3,3,3655,1817,1304
CITY OF CHICAGO:WARD 45 PRECINCT 14,-22.37,-33.31,-9.63,2.22,3.37,3.61,7,3,3,2464,1025,1006
CITY OF CHICAGO:WARD 45 PRECINCT 15,-8.24,-12.35,-0.72,2.0,3.0,3.23,7,3,3,2769,1202,1092
CITY OF CHICAGO:WARD 45 PRECINCT 16,-6.92,-11.9,2.0,1.89,2.8,3.1,7,3,3,3198,1434,1229
CITY OF CHICAGO:WARD 45 PRECINCT 17,-26.32,-40.04,-11.8,1.8,2.65,2.94,7,3,3,3529,1643,1344
CITY OF CHICAGO:WARD 45 PRECINCT 18,-19.18,-29.97,-4.58,1.87,2.71,3.12,7,3,3,3397,1595,1242
CITY OF CHICAGO:WARD 45 PRECINCT 19,-12.59,-25.48,-1.84,2.2,3.34,3.51,7,3,3,2282,991,918
CITY OF CHICAGO:WARD 45 PRECINCT 20,-10.45,-15.13,-3.7,1.88,2.8,3.03,7,3,3,3192,1410,1268
CITY OF CHICAGO:WARD 45 PRECINCT 21,-12.02,-26.01,4.37,2.06,3.06,3.31,7,3,3,2682,1229,1044
CITY OF CHICAGO:WARD 45 PRECINCT 22,-2.36,-3.88,1.88,1.84,2.73,2.96,7,3,3,3204,1448,1255
CITY OF CHICAGO:WARD 45 PRECINCT 23,-9.59,-14.43,-2.22,1.78,2.64,2.88,7,3,3,3464,1564,1325
CITY OF CHICAGO:WARD 45 PRECINCT 24,-5.7,-10.13,2.51,1.96,2.83,3.16,7,3,3,2778,1327,1065
CITY OF CHICAGO:WARD 45 PRECINCT 25,-3.03,-8.47,6.05,1.67,2.48,2.68,7,3,3,3970,1796,1555
CITY OF CHICAGO:WARD 45 PRECINCT 26,1.86,-1.94,11.63,1.83,2.81,2.89,7,3,3,3374,1356,1436
CITY OF CHICAGO:WARD 45 PRECINCT 27,-1.6,-3.68,6.03,1.68,2.41,2.75,7,3,3,3746,1802,1392
CITY OF CHICAGO:WARD 45 PRECINCT 28,-0.07,-9.18,15.1,1.72,2.53,2.77,7,3,3,3596,1643,1395
CITY OF CHICAGO:WARD 45 PRECINCT 29,12.6,18.85,11.16,1.77,2.6,2.85,7,3,3,3312,1511,1274
CITY OF CHICAGO:WARD 46 PRECINCT 01,-17.89,-16.32,-22.91,1.7,2.48,2.81,7,3,3,3756,1720,1399
CITY OF CHICAGO:WARD 46 PRECINCT 02,-5.19,7.69,-16.21,1.7,2.42,2.8,7,3,3,3624,1765,1301
CITY OF CHICAGO:WARD 46 PRECINCT 03,16.42,28.14,5.98,1.67,2.35,2.77,7,3,3,3779,1864,1335
CITY OF CHICAGO:WARD 46 PRECINCT 04,-8.85,3.66,-22.93,1.48,2.15,2.42,7,3,3,4796,2215,1790
CITY OF CHICAGO:WARD 46 PRECINCT 05,-16.75,-15.43,-21.3,1.57,2.36,2.53,7,3,3,4321,1868,1698
CITY OF CHICAGO:WARD 46 PRECINCT 06,3.08,17.27,-9.8,1.38,1.93,2.3,7,3,3,5486,2737,1909
CITY OF CHICAGO:WARD 46 PRECINCT 07,7.95,16.66,-3.35,1.86,2.51,3.15,7,3,3,3085,1625,1027
CITY OF CHICAGO:WARD 46 PRECINCT 08,5.22,17.51,-8.62,1.73,2.25,3.0,7,3,3,3662,2005,1138
CITY OF CHICAGO:WARD 46 PRECINCT 09,-13.13,-4.51,-23.34,1.56,2.18,2.62,7,3,3,4367,2201,1500
CITY OF CHICAGO:WARD 46 PRECINCT 10,24.44,34.08,18.39,1.57,2.17,2.64,7,3,3,4262,2148,1460
CITY OF CHICAGO:WARD 46 PRECINCT 11,8.49,20.24,-1.9,1.49,2.12,2.47,7,3,3,4688,2285,1671
CITY OF CHICAGO:WARD 46 PRECINCT 12,-4.11,4.16,-12.35,1.38,1.91,2.28,7,3,3,5499,2769,1967
CITY OF CHICAGO:WARD 46 PRECINCT 13,15.45,30.45,3.24,1.48,2.02,2.51,7,3,3,4831,2475,1613
CITY OF CHICAGO:WARD 46 PRECINCT 14,12.65,26.43,-3.31,1.95,2.86,3.15,7,3,3,2764,1268,1056
CITY OF CHICAGO:WARD 46 PRECINCT 15,-12.04,-9.96,-19.1,1.32,1.87,2.16,7,3,3,5957,2919,2188
CITY OF CHICAGO:WARD 46 PRECINCT 16,24.72,37.72,12.48,1.62,2.29,2.66,7,3,3,3895,1923,1429
CITY OF CHICAGO:WARD 46 PRECINCT 17,23.82,34.27,15.34,1.38,1.96,2.26,7,3,3,5461,2674,1991
CITY OF CHICAGO:WARD 46 PRECINCT 18,21.19,33.76,13.07,1.44,2.09,2.31,7,3,3,4932,2311,1891
CITY OF CHICAGO:WARD 46 PRECINCT 19,16.8,25.83,8.88,1.62,2.32,2.61,7,3,3,3887,1866,1485
CITY OF CHICAGO:WARD 46 PRECINCT 20,13.58,21.3,6.79,1.69,2.53,2.7,7,3,3,3701,1621,1478
CITY OF CHICAGO:WARD 46 PRECINCT 21,4.77,10.96,-1.96,1.92,2.79,3.14,7,3,3,2810,1312,1033
CITY OF CHICAGO:WARD 46 PRECINCT 22,17.87,24.18,9.9,1.68,2.53,2.7,7,3,3,3845,1616,1575
CITY OF CHICAGO:WARD 46 PRECINCT 23,18.69,32.7,5.55,1.84,2.71,2.96,7,3,3,3099,1404,1198
CITY OF CHICAGO:WARD 47 PRECINCT 01,11.04,18.8,7.22,1.7,2.39,2.84,7,3,3,3631,1797,1253
CITY OF CHICAGO:WARD 47 PRECINCT 02,20.38,29.96,14.44,1.74,2.43,2.94,7,3,3,3432,1697,1172
CITY OF CHICAGO:WARD 47 PRECINCT 03,28.6,37.73,24.43,1.77,2.39,3.03,7,3,3,3404,1754,1122
CITY OF CHICAGO:WARD 47 PRECINCT 04,19.6,28.15,13.13,1.54,2.15,2.6,7,3,3,4412,2177,1496
CITY OF CHICAGO:WARD 47 PRECINCT 05,38.86,48.69,32.95,1.47,1.98,2.51,7,3,3,4924,2555,1644
CITY OF CHICAGO:WARD 47 PRECINCT 06,35.71,43.28,32.0,1.57,2.14,2.66,7,3,3,4311,2193,1465
CITY OF CHICAGO:WARD 47 PRECINCT 07,18.9,28.54,11.14,1.26,1.79,2.09,7,3,3,6533,3164,2302
CITY OF CHICAGO:WARD 47 PRECINCT 08,23.86,31.92,19.25,1.57,2.26,2.6,7,3,3,4225,2013,1502
CITY OF CHICAGO:WARD 47 PRECINCT 09,9.47,16.12,4.42,1.41,2.03,2.35,7,3,3,5206,2483,1854
CITY OF CHICAGO:WARD 47 PRECINCT 10,26.22,40.71,17.47,1.55,2.18,2.61,7,3,3,4320,2132,1486
CITY OF CHICAGO:WARD 47 PRECINCT 11,21.24,30.02,15.57,1.66,2.34,2.75,7,3,3,3779,1849,1338
CITY OF CHICAGO:WARD 47 PRECINCT 12,16.02,26.72,9.81,1.84,2.64,3.04,7,3,3,3067,1458,1106
CITY OF CHICAGO:WARD 47 PRECINCT 13,13.72,25.43,3.78,1.8,2.59,2.96,7,3,3,3192,1528,1155
CITY OF CHICAGO:WARD 47 PRECINCT 14,7.02,14.47,-0.24,1.59,2.28,2.63,7,3,3,4179,1989,1490
CITY OF CHICAGO:WARD 47 PRECINCT 15,-19.01,-17.63,-22.02,1.56,2.25,2.58,7,3,3,4395,2052,1594
CITY OF CHICAGO:WARD 47 PRECINCT 16,-8.36,-0.39,-16.47,1.6,2.27,2.68,7,3,3,4170,2037,1433
CITY OF CHICAGO:WARD 47 PRECINCT 17,6.59,16.35,-0.14,1.72,2.43,2.89,7,3,3,3586,1746,1212
CITY OF CHICAGO:WARD 47 PRECINCT 18,13.74,25.02,4.69,1.5,2.16,2.47,7,3,3,4636,2180,1666
CITY OF CHICAGO:WARD 47 PRECINCT 19,9.54,22.05,-1.79,1.54,2.2,2.56,7,3,3,4383,2115,1550
CITY OF CHICAGO:WARD 47 PRECINCT 20,1.39,12.89,-8.3,1.65,2.27,2.81,7,3,3,3905,1996,1292
CITY OF CHICAGO:WARD 47 PRECINCT 21,-8.61,-1.47,-17.95,1.6,2.24,2.7,7,3,3,4158,2066,1410
CITY OF CHICAGO:WARD 47 PRECINCT 22,-7.06,3.19,-16.59,1.82,2.51,3.11,7,3,3,3298,1666,1068
CITY OF CHICAGO:WARD 47 PRECINCT 23,-1.25,7.83,-8.08,1.67,2.3,2.85,7,3,3,3841,1952,1255
CITY OF CHICAGO:WARD 47 PRECINCT 24,3.81,12.61,-3.93,1.53,2.14,2.58,7,3,3,4572,2279,1529
CITY OF CHICAGO:WARD 47 PRECINCT 25,-0.69,5.62,-5.65,1.78,2.4,3.07,7,3,3,3413,1813,1079
CITY OF CHICAGO:WARD 47 PRECINCT 26,-9.86,-7.22,-13.51,1.47,2.05,2.46,7,3,3,4960,2493,1679
CITY OF CHICAGO:WARD 47 PRECINCT 27,-3.91,0.22,-6.74,1.55,2.17,2.6,7,3,3,4445,2194,1533
CITY OF CHICAGO:WARD 47 PRECINCT 28,-11.81,-16.49,-8.87,1.81,2.6,3.0,7,3,3,3238,1534,1145
CITY OF CHICAGO:WARD 48 PRECINCT 01,28.48,36.61,26.48,1.51,2.09,2.53,7,3,3,4585,2311,1585
CITY OF CHICAGO:WARD 48 PRECINCT 02,0.13,5.36,-4.97,2.49,3.57,4.08,7,3,3,1672,806,612
CITY OF CHICAGO:WARD 48 PRECINCT 03,15.71,22.51,8.98,2.03,2.97,3.29,7,3,3,2509,1152,945
CITY OF CHICAGO:WARD 48 PRECINCT 04,15.74,27.04,4.64,1.88,2.75,3.08,7,3,3,2906,1326,1068
CITY OF CHICAGO:WARD 48 PRECINCT 05,-4.41,-0.65,-11.74,2.36,3.33,3.88,7,3,3,1848,906,668
CITY OF CHICAGO:WARD 48 PRECINCT 06,17.53,28.31,8.43,1.74,2.42,2.9,7,3,3,3433,1732,1206
CITY OF CHICAGO:WARD 48 PRECINCT 07,26.75,32.31,27.53,1.76,2.35,3.02,7,3,3,3432,1828,1124
CITY OF CHICAGO:WARD 48 PRECINCT 08,-4.21,-2.36,-9.08,2.04,2.93,3.32,7,3,3,2530,1187,983
CITY OF CHICAGO:WARD 48 PRECINCT 09,-15.14,-15.16,-19.25,2.48,3.49,4.09,7,3,3,1744,869,633
CITY OF CHICAGO:WARD 48 PRECINCT 10,27.02,36.21,23.66,1.59,2.18,2.7,7,3,3,4155,2130,1387
CITY OF CHICAGO:WARD 48 PRECINCT 11,11.84,18.89,4.64,1.84,2.6,3.06,7,3,3,3042,1487,1076
CITY OF CHICAGO:WARD 48 PRECINCT 12,9.44,18.95,0.86,1.6,2.3,2.62,7,3,3,4066,1924,1494
CITY OF CHICAGO:WARD 48 PRECINCT 13,-14.19,-12.32,-19.19,1.83,2.59,3.03,7,3,3,3120,1529,1129
CITY OF CHICAGO:WARD 48 PRECINCT 14,10.21,20.34,0.29,1.78,2.52,2.94,7,3,3,3264,1602,1174
CITY OF CHICAGO:WARD 48 PRECINCT 15,18.65,25.94,9.38,2.03,2.87,3.36,7,3,3,2502,1240,894
CITY OF CHICAGO:WARD 48 PRECINCT 16,17.1,19.21,13.54,2.3,3.15,3.82,7,3,3,1957,1009,691
CITY OF CHICAGO:WARD 48 PRECINCT 17,-12.08,-14.07,-12.04,2.83,4.26,4.49,7,3,3,1326,572,538
CITY OF CHICAGO:WARD 48 PRECINCT 18,18.38,28.77,8.07,1.69,2.53,2.7,7,3,3,3626,1596,1442
CITY OF CHICAGO:WARD 48 PRECINCT 19,0.92,2.73,-1.82,2.17,3.05,3.66,7,3,3,2293,1109,797
CITY OF CHICAGO:WARD 48 PRECINCT 20,-14.61,-10.91,-18.02,2.57,3.78,4.16,7,3,3,1595,720,625
CITY OF CHICAGO:WARD 48 PRECINCT 21,12.7,22.81,0.48,1.69,2.49,2.75,7,3,3,3581,1620,1368
CITY OF CHICAGO:WARD 48 PRECINCT 22,-22.89,-23.81,-26.07,2.11,3.11,3.39,7,3,3,2338,1057,912
CITY OF CHICAGO:WARD 48 PRECINCT 23,-9.37,-7.27,-13.12,1.89,2.75,3.01,7,3,3,2852,1327,1136
CITY OF CHICAGO:WARD 48 PRECINCT 24,5.29,9.83,2.46,1.53,2.19,2.51,7,3,3,4487,2131,1640
CITY OF CHICAGO:WARD 48 PRECINCT 25,26.18,31.33,23.65,1.63,2.34,2.69,7,3,3,3836,1843,1393
CITY OF CHICAGO:WARD 48 PRECINCT 26,-11.15,-7.47,-17.84,2.27,3.26,3.73,7,3,3,2026,957,752
CITY OF CHICAGO:WARD 48 PRECINCT 27,13.17,15.33,8.0,1.99,2.94,3.23,7,3,3,2631,1178,1001
